canonical_node_id,label,category_large,category_small,category_name,all_category_smalls,current_question_ids,strong_available,exam_importance,safety_importance,clinical_reasoning,single_question_risk,strong_creation_feasibility,memorization_risk,balance_adjustment,source_quality_risk,priority_score,final_rank,recommended_pattern,reason,notes
KN0054,有酸素＋筋力運動の段階的実施,C,18,理学療法治療各論,18,Q54,False,5,5,5,5,5,5,4,1,55,S,TYPE_J Clinical case → Intervention choice,理学療法治療各論のintervention_selection。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0058,携帯酸素の安全な生活使用,B,8,内科学,8,Q58,False,5,5,5,5,5,5,4,1,55,S,TYPE_J Clinical case → Intervention choice,内科学のintervention_selection。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0073,末梢動脈疾患の歩行療法では、軽度から中等度の跛行が出現するまで歩き、疼痛が消失するまで休息して再開する方法を反復することで、歩行耐容能の改善を図る,C,18,理学療法治療各論,18,Q73,False,5,5,5,5,5,5,4,1,55,S,TYPE_J Clinical case → Intervention choice,理学療法治療各論のintervention_selection。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0083,運動時低酸素のモニタリング,C,17,理学療法評価各論,17,Q83,False,5,5,5,5,5,5,4,1,55,S,TYPE_J Clinical case → Intervention choice,理学療法評価各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0093,退院後はバッテリー残量の確認・交換、ケーブルの引っ掛かり防止、機器携行などを自ら安全に行う必要があるため、実際の外出場面を想定して自己管理能力を確認する,B,8,内科学,8,Q93,False,5,5,5,5,5,5,4,1,55,S,TYPE_J Clinical case → Intervention choice,内科学のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0102,立位時血圧低下への初期対応,C,18,理学療法治療各論,18,Q102,False,5,5,5,5,5,5,4,1,55,S,TYPE_J Clinical case → Intervention choice,理学療法治療各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0103,段階的競技復帰では、症状が出た場合は無症状で実施できていた前段階へ戻し、十分な無症状期間を確認してから再び負荷を段階的に上げる時の優先対応,C,16,運動器,16,Q103,False,5,5,5,5,5,5,4,1,55,S,TYPE_J Clinical case → Intervention choice,運動器のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0105,疼痛を皮膚損傷の警告として利用できないため、毎日の足部観察、靴内の異物や縫い目の確認、足幅や圧迫部位に配慮した靴選びを習慣化し、潰瘍への進行を防ぐことが重要である時の優先対応,B,8,内科学,8,Q105,False,5,5,5,5,5,5,4,1,55,S,TYPE_J Clinical case → Intervention choice,内科学のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0132,足部痛の原因と皮膚・循環・運動機能を評価し、安全な運動療法を検討する,C,18,理学療法治療各論,18,Q132,False,5,5,5,5,5,5,4,1,55,S,TYPE_J Clinical case → Intervention choice,理学療法治療各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0151,肩甲帯・腱板の動的安定性,C,16,運動器,16,Q152,False,5,5,5,5,5,5,4,1,55,S,TYPE_J Clinical case → Intervention choice,運動器のintervention_selection。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0163,シャント肢を避けた血圧測定,B,8,内科学,8,Q164,False,5,5,5,5,5,5,4,1,55,S,TYPE_J Clinical case → Intervention choice,内科学のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0176,脊柱過屈曲を避けた生活動作,C,18,理学療法治療各論,18,Q177,False,5,5,5,5,5,5,4,1,55,S,TYPE_J Clinical case → Intervention choice,理学療法治療各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0177,運動中低血糖への糖質摂取,C,17,理学療法評価各論,17,Q178,False,5,5,5,5,5,5,4,1,55,S,TYPE_J Clinical case → Intervention choice,理学療法評価各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0197,運動中血圧低下・めまいで中止,C,17,理学療法評価各論,17,Q198,False,5,5,5,5,5,5,4,1,55,S,TYPE_J Clinical case → Intervention choice,理学療法評価各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0281,胸痛・ST低下・運動時血圧低下に対する運動負荷中止,C,17,理学療法評価各論,17,Q283,False,5,5,5,5,5,5,4,1,55,S,TYPE_J Clinical case → Intervention choice,理学療法評価各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0286,重度高カリウム血症時の運動中止と医師報告,C,17,理学療法評価各論,17,Q288,False,5,5,5,5,5,5,4,1,55,S,TYPE_J Clinical case → Intervention choice,理学療法評価各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0287,安定した踵部黒色痂皮の除圧・保護と感染観察,C,18,理学療法治療各論,18,Q289,False,5,5,5,5,5,5,4,1,55,S,TYPE_J Clinical case → Intervention choice,理学療法治療各論のintervention_selection。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0301,症候性重度低ナトリウム血症の緊急対応,C,18,理学療法治療各論,18,Q303,False,5,5,5,5,5,5,4,1,55,S,TYPE_J Clinical case → Intervention choice,理学療法治療各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0319,内シャントのスリル消失時の運動中止と速やかな報告,C,17,理学療法評価各論,17,Q321,False,5,5,5,5,5,5,4,1,55,S,TYPE_J Clinical case → Intervention choice,理学療法評価各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0320,運動中低血糖に対する即時の糖質補給と運動中止,C,18,理学療法治療各論,18,Q322,False,5,5,5,5,5,5,4,1,55,S,TYPE_J Clinical case → Intervention choice,理学療法治療各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0322,リンパ浮腫患者の発熱・発赤・熱感から蜂窩織炎を疑う緊急対応,C,18,理学療法治療各論,18,Q324,False,5,5,5,5,5,5,4,1,55,S,TYPE_J Clinical case → Intervention choice,理学療法治療各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0331,尿閉・会陰部感覚低下を伴う馬尾症候群red flagへの緊急対応,C,17,理学療法評価各論,17,Q334,False,5,5,5,5,5,5,4,1,55,S,TYPE_J Clinical case → Intervention choice,理学療法評価各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0458,上腕骨顆上骨折後の循環障害・コンパートメント症候群徴候の優先確認,C,16,運動器,16,Q466,False,5,5,5,5,5,5,4,1,55,S,TYPE_J Clinical case → Intervention choice,運動器のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0463,VA-ECMO離床前のカニューレ固定・血行動態・回路安全確認,B,8,内科学,8,Q471,False,5,5,5,5,5,5,4,1,55,S,TYPE_J Clinical case → Intervention choice,内科学のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN1278,大腿骨近位部骨折術後の下腿腫脹・圧痛からDVTを疑いD-dimerを優先確認する,C,16,運動器,16,Q1294,False,5,5,5,5,5,5,4,1,55,S,TYPE_J Clinical case → Intervention choice,運動器のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0013,易疲労性を踏まえた運動配慮,B,9,神経医学,9,Q13,False,5,4,5,5,5,5,5,1,54,S,TYPE_J Clinical case → Intervention choice,神経医学のintervention_selection。重要度5、Safety4、臨床推論5。別経路での確認価値を評価。,
KN0021,過剰収縮を避けた運動指導,B,9,神経医学,9,Q21,False,5,4,5,5,5,5,5,1,54,S,TYPE_J Clinical case → Intervention choice,神経医学のintervention_selection。重要度5、Safety4、臨床推論5。別経路での確認価値を評価。,
KN0026,過用を避けた中等度運動,B,9,神経医学,9,Q26,False,5,4,5,5,5,5,5,1,54,S,TYPE_J Clinical case → Intervention choice,神経医学のintervention_selection。重要度5、Safety4、臨床推論5。別経路での確認価値を評価。,
KN0175,視覚キューによるすくみ足対策,B,9,神経医学,9,Q176,False,5,4,5,5,5,5,5,1,54,S,TYPE_J Clinical case → Intervention choice,神経医学のintervention_selection。重要度5、Safety4、臨床推論5。別経路での確認価値を評価。,
KN0213,深部感覚低下に対する視覚代償を利用したバランス練習,B,9,神経医学,9,Q214,False,5,4,5,5,5,5,5,1,54,S,TYPE_J Clinical case → Intervention choice,神経医学のintervention_selection。重要度5、Safety4、臨床推論5。別経路での確認価値を評価。,
KN0388,骨転移患者の新規荷重時痛から病的骨折リスクを疑い運動を中止する,C,13,基礎運動学,13,Q393,False,5,5,5,5,5,5,3,1,54,S,TYPE_J Clinical case → Intervention choice,基礎運動学のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0785,神経筋再教育の目的と適切な実施方法,A,5,教育学,5,Q793,False,5,4,5,5,5,5,5,1,54,S,TYPE_J Clinical case → Intervention choice,教育学のintervention_selection。重要度5、Safety4、臨床推論5。別経路での確認価値を評価。,
KN0029,休息を組み合わせた歩行訓練,C,15,動作分析学,15,Q29,False,5,5,5,5,5,5,2,1,53,S,TYPE_J Clinical case → Intervention choice,動作分析学のintervention_selection。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0048,運動時低酸素への条件再検討,C,15,動作分析学,15,Q48,False,5,5,5,5,5,5,2,1,53,S,TYPE_J Clinical case → Intervention choice,動作分析学のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0100,模擬作業で緊急停止反応と安全確認能力を評価する,A,6,医学概論,6,Q100,False,5,5,5,5,5,5,2,1,53,S,TYPE_J Clinical case → Intervention choice,医学概論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0114,疼痛消失と機能確認後の段階復帰,C,15,動作分析学,15,Q114,False,5,5,5,5,5,5,2,1,53,S,TYPE_J Clinical case → Intervention choice,動作分析学のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0182,SpO2＋呼吸困難モニタリング,C,15,動作分析学,15,Q183,False,5,5,5,5,5,5,2,1,53,S,TYPE_J Clinical case → Intervention choice,動作分析学のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0187,安静時痛・蒼白・冷感で運動中止,C,15,動作分析学,15,Q188,False,5,5,5,5,5,5,2,1,53,S,TYPE_J Clinical case → Intervention choice,動作分析学のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0192,運動中胸部圧迫感への中止・報告,C,15,動作分析学,15,Q193,False,5,5,5,5,5,5,2,1,53,S,TYPE_J Clinical case → Intervention choice,動作分析学のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0237,感染性肺結核に対する空気感染予防策とN95使用,A,6,医学概論,6,Q238,False,5,5,5,5,5,5,2,1,53,S,TYPE_J Clinical case → Intervention choice,医学概論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0327,他動手指伸展痛を伴う急性コンパートメント症候群の識別,C,16,運動器,16,Q329,False,5,5,4,5,5,5,4,1,53,S,TYPE_F Result → Cause,運動器のfinding_interpretation。重要度5、Safety5、臨床推論4。別経路での確認価値を評価。,
KN0155,視覚FBを使った協調・バランス練習,C,13,基礎運動学,13,Q156,False,5,4,5,5,5,5,3,1,52,S,TYPE_J Clinical case → Intervention choice,基礎運動学のintervention_selection。重要度5、Safety4、臨床推論5。別経路での確認価値を評価。,
KN0676,神経原性ショックにおける低血圧・徐脈などの特徴,B,7,病理学,7,Q684,False,5,4,4,5,5,5,5,1,52,S,TYPE_F Result → Cause,病理学のfinding_interpretation。重要度5、Safety4、臨床推論4。別経路での確認価値を評価。,
KN0679,自分の感情を他者のものとして捉える投影の識別,B,12,臨床心理学,12,Q687,False,5,4,4,5,5,5,5,1,52,S,TYPE_F Result → Cause,臨床心理学のfinding_interpretation。重要度5、Safety4、臨床推論4。別経路での確認価値を評価。,
KN1288,大腿切断後の股関節屈曲拘縮を予防する肢位管理,A,6,医学概論,6,Q1305,False,5,4,5,5,5,5,2,1,51,S,TYPE_J Clinical case → Intervention choice,医学概論のintervention_selection。重要度5、Safety4、臨床推論5。別経路での確認価値を評価。,
KN0755,急性灰白髄炎（ポリオ）はポリオウイルス感染で脊髄前角細胞を障害する,B,7,病理学,7,Q763,False,5,5,2,5,4,5,5,1,49,S,TYPE_A Definition → Case,病理学のfact_recall。重要度5、Safety5、臨床推論2。別経路での確認価値を評価。,
KN0818,妊娠中の風疹感染は先天性風疹症候群を起こし、心疾患・白内障・難聴などの先天異常を生じうる,B,7,病理学,7,Q827,False,5,5,2,5,4,5,5,1,49,S,TYPE_A Definition → Case,病理学のfact_recall。重要度5、Safety5、臨床推論2。別経路での確認価値を評価。,
KN0908,うつ病の復職支援プログラムの内容として最も適切なのはどれかに対して適切な理学療法・介入を選択する,B,10,精神医学,10,Q917,False,5,1,5,5,5,5,5,1,48,S,TYPE_J Clinical case → Intervention choice,精神医学のintervention_selection。重要度5、Safety1、臨床推論5。別経路での確認価値を評価。,
KN1085,リエゾン精神医学で具体的・支持的に関わるベッドサイド対応,A,3,心理学,3,Q1096,False,5,1,5,5,5,5,5,1,48,S,TYPE_J Clinical case → Intervention choice,心理学のintervention_selection。重要度5、Safety1、臨床推論5。別経路での確認価値を評価。,
KN1316,うつ病の入眠困難に対する睡眠衛生指導,B,10,精神医学,10,Q1336,False,5,1,5,5,5,5,5,1,48,S,TYPE_J Clinical case → Intervention choice,精神医学のintervention_selection。重要度5、Safety1、臨床推論5。別経路での確認価値を評価。,
KN1008,腱板を構成する筋はどれかに対して適切な理学療法・介入を選択する,A,1,解剖学,1,Q1018,False,5,1,5,5,5,5,4,1,47,S,TYPE_J Clinical case → Intervention choice,解剖学のintervention_selection。重要度5、Safety1、臨床推論5。別経路での確認価値を評価。,
KN0014,視覚的に物品の変形や動きを確認しながら、物体の硬さや重さに応じた把持力調節を反復するへの介入選択,C,13,基礎運動学,13,Q14,False,5,1,5,5,5,5,3,1,46,S,TYPE_J Clinical case → Intervention choice,基礎運動学のintervention_selection。重要度5、Safety1、臨床推論5。別経路での確認価値を評価。,
KN0030,深頸屈筋の運動制御,C,13,基礎運動学,13,Q30,False,5,1,5,5,5,5,3,1,46,S,TYPE_J Clinical case → Intervention choice,基礎運動学のintervention_selection。重要度5、Safety1、臨床推論5。別経路での確認価値を評価。,
KN0505,医療面接における自由質問法はどれかから病態・機能障害を解釈,B,12,臨床心理学,12,Q513,False,5,1,4,5,5,5,5,1,46,S,TYPE_F Result → Cause,臨床心理学のfinding_interpretation。重要度5、Safety1、臨床推論4。別経路での確認価値を評価。,
KN0554,運動障害と評価方法の組合せの基本事項,C,14,臨床運動学,14,Q562,False,5,1,4,5,5,5,5,1,46,S,TYPE_K Static knowledge → Applied judgment,臨床運動学のassessment_selection。重要度5、Safety1、臨床推論4。別経路での確認価値を評価。,
KN1149,下肢深部静脈血栓が遊離すると下大静脈から右心系を経て肺動脈へ到達し、肺塞栓症を起こす,A,1,解剖学,1,Q1162,False,4,5,2,5,4,5,4,1,46,S,TYPE_A Definition → Case,解剖学のfact_recall。重要度4、Safety5、臨床推論2。別経路での確認価値を評価。,
KN1009,第3腓骨筋腱は足関節前外側を通り外果の前方を走行するに対する機器選択,A,1,解剖学,1,Q1019,False,4,1,5,5,5,5,4,1,45,S,TYPE_J Clinical case → Intervention choice,解剖学のdevice_selection。重要度4、Safety1、臨床推論5。別経路での確認価値を評価。,
KN1187,外側皮質脊髄路は大脳皮質から脊髄前角へ下行する主要な随意運動路,A,1,解剖学,1,Q1201,False,4,4,2,5,4,5,4,2,45,S,TYPE_A Definition → Case,解剖学のfact_recall。重要度4、Safety4、臨床推論2。別経路での確認価値を評価。,short_question_context
KN1470,BDI-IIはうつ症状について本人が回答する自己記入式質問紙を評価する,A,3,心理学,3,Q1495,False,4,1,4,5,5,5,5,2,45,S,TYPE_K Static knowledge → Applied judgment,心理学のassessment_selection。重要度4、Safety1、臨床推論4。別経路での確認価値を評価。,short_question_context
KN0236,ATNRの姿勢反応の識別,A,4,人間発達学,4,Q237,False,4,1,4,5,5,5,5,1,44,S,TYPE_F Result → Cause,人間発達学のfinding_interpretation。重要度4、Safety1、臨床推論4。別経路での確認価値を評価。,
KN0332,9か月時点の粗大運動発達遅延を示す精査対象所見,A,4,人間発達学,4,Q335,False,4,1,4,5,5,5,5,1,44,S,TYPE_F Result → Cause,人間発達学のfinding_interpretation。重要度4、Safety1、臨床推論4。別経路での確認価値を評価。,
KN0536,腱を叩いて筋が急速に伸張されると筋紡錘のIa求心性線維が興奮し、脊髄でα運動ニューロンを介して同じ筋を収縮させる伸張反射が起こる,A,2,生理学,2,Q544,False,4,4,2,5,4,5,4,1,44,S,TYPE_A Definition → Case,生理学のfact_recall。重要度4、Safety4、臨床推論2。別経路での確認価値を評価。,
KN0537,健常者の安静時呼吸の特徴,A,2,生理学,2,Q545,False,4,4,2,5,4,5,4,1,44,S,TYPE_A Definition → Case,生理学のfact_recall。重要度4、Safety4、臨床推論2。別経路での確認価値を評価。,
KN0663,痛覚は脊髄後角で二次ニューロンに交代し、対側へ交叉して脊髄側索の外側脊髄視床路を上行する,A,2,生理学,2,Q671,False,4,4,2,5,4,5,4,1,44,S,TYPE_A Definition → Case,生理学のfact_recall。重要度4、Safety4、臨床推論2。別経路での確認価値を評価。,
KN1138,過換気ではCO2が過剰に排出されPaCO2が低下し、呼吸性アルカローシスとなる,A,2,生理学,2,Q1150,False,4,4,2,5,4,5,4,1,44,S,TYPE_A Definition → Case,生理学のfact_recall。重要度4、Safety4、臨床推論2。別経路での確認価値を評価。,
KN0348,THA術後の急性呼吸困難・胸痛・低酸素から肺塞栓を疑う緊急対応,C,17,理学療法評価各論,17,Q351,False,5,5,5,5,5,5,4,1,55,A,TYPE_J Clinical case → Intervention choice,理学療法評価各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0367,関節リウマチの頸椎不安定性red flagと徒手療法回避,C,18,理学療法治療各論,18,Q372,False,5,5,5,5,5,5,4,1,55,A,TYPE_J Clinical case → Intervention choice,理学療法治療各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0371,自律神経過反射の誘因除去と緊急対応,C,18,理学療法治療各論,18,Q376,False,5,5,5,5,5,5,4,1,55,A,TYPE_J Clinical case → Intervention choice,理学療法治療各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0379,TKA術後の発熱・発赤・排液から感染を疑う緊急対応,C,18,理学療法治療各論,18,Q384,False,5,5,5,5,5,5,4,1,55,A,TYPE_J Clinical case → Intervention choice,理学療法治療各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0386,急性下肢動脈閉塞の6P徴候と緊急対応,C,18,理学療法治療各論,18,Q391,False,5,5,5,5,5,5,4,1,55,A,TYPE_J Clinical case → Intervention choice,理学療法治療各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0390,重度血小板減少と出血徴候がある化学療法患者の運動中止,C,18,理学療法治療各論,18,Q395,False,5,5,5,5,5,5,4,1,55,A,TYPE_J Clinical case → Intervention choice,理学療法治療各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0396,増悪する鮮血喀出時の排痰練習中止と医療対応,C,18,理学療法治療各論,18,Q401,False,5,5,5,5,5,5,4,1,55,A,TYPE_J Clinical case → Intervention choice,理学療法治療各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0424,胸腔ドレーンの連続気泡からエアリークを疑い離床前に安全確認する判断,C,18,理学療法治療各論,18,Q432,False,5,5,5,5,5,5,4,1,55,A,TYPE_J Clinical case → Intervention choice,理学療法治療各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0425,一方向性発声弁装着前の上気道開存・カフ脱気確認,C,18,理学療法治療各論,18,Q433,False,5,5,5,5,5,5,4,1,55,A,TYPE_J Clinical case → Intervention choice,理学療法治療各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0428,湿性嗄声を不顕性誤嚥徴候として扱う嚥下安全判断,C,18,理学療法治療各論,18,Q436,False,5,5,5,5,5,5,4,1,55,A,TYPE_J Clinical case → Intervention choice,理学療法治療各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0431,GBS急性期の自律神経障害を踏まえた離床時循環監視,C,17,理学療法評価各論,17,Q439,False,5,5,5,5,5,5,4,1,55,A,TYPE_J Clinical case → Intervention choice,理学療法評価各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0441,脛骨疲労骨折を疑う限局圧痛・跳躍痛と負荷中止判断,C,18,理学療法治療各論,18,Q449,False,5,5,5,5,5,5,4,1,55,A,TYPE_J Clinical case → Intervention choice,理学療法治療各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0464,大腿静脈CRRTカテーテルを保護した端座位離床,B,8,内科学,8,Q472,False,5,5,5,5,5,5,4,1,55,A,TYPE_J Clinical case → Intervention choice,内科学のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0488,高血糖かつケトン陽性時の運動中止判断,C,18,理学療法治療各論,18,Q496,False,5,5,5,5,5,5,4,1,55,A,TYPE_J Clinical case → Intervention choice,理学療法治療各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0489,副腎クリーゼを疑う低血圧・消化器症状への緊急対応,C,18,理学療法治療各論,18,Q497,False,5,5,5,5,5,5,4,1,55,A,TYPE_J Clinical case → Intervention choice,理学療法治療各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0490,巨細胞性動脈炎を疑う頭痛・視覚症状への緊急医療連携,C,18,理学療法治療各論,18,Q498,False,5,5,5,5,5,5,4,1,55,A,TYPE_J Clinical case → Intervention choice,理学療法治療各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0767,Guillain-Barré症候群急性進行期の呼吸・自律神経リスクを優先する判断,C,17,理学療法評価各論,17,Q775,False,5,5,5,5,5,5,4,1,55,A,TYPE_J Clinical case → Intervention choice,理学療法評価各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN1122,温熱で症状悪化を招く疾患を識別し禁忌を判断する,C,18,理学療法治療各論,18,Q1133,False,5,5,5,5,5,5,4,1,55,A,TYPE_J Clinical case → Intervention choice,理学療法治療各論のintervention_selection。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN1333,歩行練習中の転倒後に患者の状態確認を最優先する,C,18,理学療法治療各論,18,Q1353,False,5,5,5,5,5,5,4,1,55,A,TYPE_J Clinical case → Intervention choice,理学療法治療各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN1426,C6完全脊髄損傷の頭痛・顔面紅潮・著明高血圧から自律神経過反射を疑い誘因を確認する,C,18,理学療法治療各論,18,Q1451,False,5,5,5,5,5,5,4,1,55,A,TYPE_J Clinical case → Intervention choice,理学療法治療各論のsafety_priority。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0039,デュシェンヌ型筋ジストロフィーでは下腿三頭筋短縮による尖足や拘縮が歩行能力低下を促進するため、歩行能力維持には関節拘縮予防と継続的な可動域管理を優先する,B,11,小児学,11,Q39,False,5,4,5,5,5,5,5,1,54,A,TYPE_J Clinical case → Intervention choice,小児学のintervention_selection。重要度5、Safety4、臨床推論5。別経路での確認価値を評価。,
KN0113,同時に廃用を防ぐため、医師、看護師、言語聴覚士などと連携し、安全な摂食条件を確認しながら離床と身体活動を進める,C,18,理学療法治療各論,18,Q113,False,5,5,5,5,4,5,4,1,54,A,TYPE_K Static knowledge → Applied judgment,理学療法治療各論のfunctional_goal_decision。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0172,援助要請と夜間環境の共同調整,C,18,理学療法治療各論,18,Q173,False,5,5,5,5,4,5,4,1,54,A,TYPE_K Static knowledge → Applied judgment,理学療法治療各論のfunctional_goal_decision。重要度5、Safety5、臨床推論5。別経路での確認価値を評価。,
KN0350,Duchenne型筋ジストロフィーで歩行維持のための拘縮予防,B,11,小児学,11,Q353,False,5,4,5,5,5,5,5,1,54,A,TYPE_J Clinical case → Intervention choice,小児学のintervention_selection。重要度5、Safety4、臨床推論5。別経路での確認価値を評価。,
